'Elapsed time','ECG','ECG'
12.872,0.185,0.145
12.876,0.195,0.138
12.88,0.188,0.128
12.884,0.182,0.125
12.888,0.18,0.107
12.892,0.168,0.125
12.896,0.168,0.12
12.9,0.158,0.133
12.904,0.17,0.145
12.908,0.182,0.155
12.912,0.188,0.147
12.916,0.188,0.147
12.92,0.18,0.115
12.924,0.17,0.115
12.928,0.17,0.107
12.932,0.17,0.117
12.936,0.2,0.17
12.94,0.228,0.22
12.944,0.255,0.302
12.948,0.297,0.417
12.952,0.347,0.583
12.956,0.398,0.71
12.96,0.46,0.792
12.964,0.49,0.79
12.968,0.477,0.755
12.972,0.44,0.725
12.976,0.357,0.672
12.98,0.258,0.675
12.984,0.152,0.647
12.988,0.05,0.623
12.992,-0.025,0.63
12.996,-0.072,0.62
13,-0.117,0.608
13.004,-0.165,0.565
13.008,-0.203,0.527
13.012,-0.223,0.458
13.016,-0.21,0.357
13.02,-0.172,0.297
13.024,-0.142,0.24
13.028,-0.102,0.198
13.032,-0.065,0.177
13.036,-0.058,0.152
13.04,-0.055,0.158
13.044,-0.035,0.135
13.048,-0.02,0.092
13.052,0.007,0.077
13.056,0.04,0.055
13.06,0.055,0.045
13.064,0.07,0.043
13.068,0.068,0.052
13.072,0.08,0.055
13.076,0.087,0.05
13.08,0.09,0.04
13.084,0.098,0.035
13.088,0.085,0.003
13.092,0.085,0.01
13.096,0.085,0.003
13.1,0.092,0.013
13.104,0.098,0.02
13.108,0.102,0.025
13.112,0.125,0.02
13.116,0.107,0.01
13.12,0.098,-0.013
13.124,0.098,-0.02
13.128,0.083,-0.018
13.132,0.072,-0.018
13.136,0.072,0
13.14,0.092,0.003
13.144,0.102,0
13.148,0.1,-0.015
13.152,0.095,-0.025
13.156,0.092,-0.045
13.16,0.075,-0.033
13.164,0.072,-0.05
13.168,0.072,-0.048
13.172,0.085,-0.037
13.176,0.098,-0.048
13.18,0.102,-0.052
13.184,0.107,-0.08
13.188,0.092,-0.098
13.192,0.087,-0.107
13.196,0.08,-0.107
13.2,0.098,-0.102
13.204,0.11,-0.11
13.208,0.128,-0.113
13.212,0.145,-0.135
13.216,0.138,-0.145
13.22,0.135,-0.17
13.224,0.125,-0.175
13.228,0.133,-0.172
13.232,0.14,-0.172
13.236,0.152,-0.17
13.24,0.175,-0.172
13.244,0.182,-0.177
13.248,0.193,-0.182
13.252,0.19,-0.198
13.256,0.195,-0.217
13.26,0.203,-0.215
13.264,0.207,-0.21
13.268,0.22,-0.193
13.272,0.24,-0.193
13.276,0.268,-0.193
13.28,0.282,-0.175
13.284,0.282,-0.185
13.288,0.292,-0.195
13.292,0.278,-0.2
13.296,0.292,-0.185
13.3,0.312,-0.165
13.304,0.34,-0.155
13.308,0.355,-0.142
13.312,0.372,-0.133
13.316,0.388,-0.133
13.32,0.375,-0.125
13.324,0.385,-0.125
13.328,0.383,-0.102
13.332,0.39,-0.1
13.336,0.39,-0.075
13.34,0.403,-0.058
13.344,0.41,-0.05
13.348,0.41,-0.05
13.352,0.393,-0.05
13.356,0.367,-0.05
13.36,0.35,-0.025
13.364,0.33,-0.018
13.368,0.312,-0.007
13.372,0.302,0.013
13.376,0.307,0.02
13.38,0.297,0.02
13.384,0.28,0.022
13.388,0.25,0.007
13.392,0.225,0.007
13.396,0.207,0.007
13.4,0.2,0.018
13.404,0.195,0.03
13.408,0.182,0.043
13.412,0.19,0.052
13.416,0.165,0.035
13.42,0.15,0.028
13.424,0.142,0.03
13.428,0.125,0.04
13.432,0.128,0.048
13.436,0.115,0.058
13.44,0.122,0.065
13.444,0.117,0.07
13.448,0.122,0.062
13.452,0.1,0.048
13.456,0.087,0.037
13.46,0.068,0.06
13.464,0.072,0.055
13.468,0.075,0.068
13.472,0.095,0.083
13.476,0.083,0.085
13.48,0.09,0.07
13.484,0.077,0.07
13.488,0.072,0.072
13.492,0.058,0.058
13.496,0.062,0.068
13.5,0.052,0.068
13.504,0.055,0.095
13.508,0.068,0.085
13.512,0.077,0.087
13.516,0.077,0.077
13.52,0.065,0.065
13.524,0.06,0.06
13.528,0.048,0.062
13.532,0.048,0.077
13.536,0.06,0.087
13.54,0.058,0.098
13.544,0.068,0.092
13.548,0.065,0.08
13.552,0.045,0.075
13.556,0.03,0.072
13.56,0.025,0.07
13.564,0.025,0.077
13.568,0.033,0.087
13.572,0.04,0.11
13.576,0.04,0.098
13.58,0.04,0.1
13.584,0.045,0.08
13.588,0.033,0.085
13.592,0.022,0.08
13.596,0.01,0.07
13.6,0.02,0.087
13.604,0.015,0.087
13.608,0.028,0.095
13.612,0.037,0.1
13.616,0.03,0.087
13.62,0.028,0.06
13.624,0.028,0.068
13.628,0.025,0.062
13.632,0.028,0.075
13.636,0.022,0.083
13.64,0.033,0.085
13.644,0.037,0.087
13.648,0.028,0.085
13.652,0.015,0.068
13.656,0.02,0.062
13.66,0.003,0.068
13.664,0.005,0.072
13.668,0.003,0.092
13.672,0.013,0.102
13.676,0.022,0.09
13.68,0.022,0.09
13.684,0.025,0.085
13.688,0,0.077
13.692,-0.01,0.072
13.696,-0.015,0.092
13.7,-0.02,0.102
13.704,-0.025,0.107
13.708,-0.018,0.117
13.712,-0.007,0.113
13.716,-0.007,0.095
13.72,-0.025,0.09
13.724,-0.03,0.087
13.728,-0.028,0.08
13.732,-0.013,0.077
13.736,-0.007,0.1
13.74,0.005,0.098
13.744,0.007,0.092
13.748,0.007,0.083
13.752,-0.003,0.065
13.756,-0.02,0.05
13.76,-0.033,0.065
13.764,-0.028,0.07
13.768,-0.02,0.075
13.772,-0.01,0.095
13.776,-0.01,0.092
13.78,0.013,0.08
13.784,0,0.083
13.788,-0.018,0.07
13.792,-0.028,0.062
13.796,-0.033,0.065
13.8,-0.035,0.075
13.804,-0.035,0.077
13.808,-0.013,0.083
13.812,-0.013,0.068
13.816,-0.02,0.07
13.82,-0.04,0.052
13.824,-0.037,0.06
13.828,-0.035,0.052
13.832,-0.03,0.052
13.836,-0.037,0.06
13.84,-0.01,0.08
13.844,-0.015,0.07
13.848,-0.01,0.062
13.852,-0.022,0.052
13.856,-0.033,0.048
13.86,-0.05,0.055
13.864,-0.048,0.05
13.868,-0.045,0.062
13.872,-0.028,0.065
13.876,-0.022,0.077
13.88,-0.022,0.085
13.884,-0.033,0.065
13.888,-0.037,0.052
13.892,-0.043,0.048
13.896,-0.06,0.045
13.9,-0.06,0.072
13.904,-0.048,0.072
13.908,-0.05,0.07
13.912,-0.03,0.062
13.916,-0.025,0.05
13.92,-0.04,0.055
13.924,-0.052,0.045
13.928,-0.058,0.04
13.932,-0.055,0.062
13.936,-0.052,0.07
13.94,-0.043,0.065
13.944,-0.043,0.065
13.948,-0.025,0.058
13.952,-0.037,0.052
13.956,-0.05,0.055
13.96,-0.068,0.045
13.964,-0.062,0.05
13.968,-0.062,0.06
13.972,-0.048,0.068
13.976,-0.04,0.08
13.98,-0.045,0.077
13.984,-0.043,0.055
13.988,-0.055,0.043
13.992,-0.06,0.045
13.996,-0.068,0.045
14,-0.065,0.065
14.004,-0.055,0.085
14.008,-0.058,0.065
14.012,-0.04,0.068
14.016,-0.04,0.052
14.02,-0.055,0.05
14.024,-0.065,0.037
14.028,-0.08,0.055
14.032,-0.072,0.058
14.036,-0.077,0.065
14.04,-0.065,0.072
14.044,-0.052,0.068
14.048,-0.052,0.058
14.052,-0.043,0.043
14.056,-0.062,0.04
14.06,-0.077,0.048
14.064,-0.068,0.055
14.068,-0.075,0.058
14.072,-0.065,0.07
14.076,-0.055,0.068
14.08,-0.055,0.062
14.084,-0.062,0.06
14.088,-0.062,0.048
14.092,-0.085,0.048
14.096,-0.085,0.058
14.1,-0.085,0.068
14.104,-0.072,0.075
14.108,-0.065,0.08
14.112,-0.068,0.083
14.116,-0.062,0.072
14.12,-0.072,0.065
14.124,-0.077,0.058
14.128,-0.083,0.052
14.132,-0.087,0.062
14.136,-0.08,0.072
14.14,-0.083,0.072
14.144,-0.075,0.077
14.148,-0.077,0.06
14.152,-0.087,0.062
14.156,-0.09,0.05
14.16,-0.087,0.05
14.164,-0.102,0.052
14.168,-0.092,0.065
14.172,-0.085,0.058
14.176,-0.065,0.075
14.18,-0.07,0.07
14.184,-0.077,0.05
14.188,-0.087,0.055
14.192,-0.092,0.045
14.196,-0.087,0.033
14.2,-0.095,0.068
14.204,-0.087,0.07
14.208,-0.08,0.075
14.212,-0.08,0.077
14.216,-0.075,0.06
14.22,-0.077,0.045
14.224,-0.085,0.045
14.228,-0.095,0.037
14.232,-0.1,0.058
14.236,-0.095,0.068
14.24,-0.092,0.07
14.244,-0.08,0.06
14.248,-0.087,0.062
14.252,-0.09,0.065
14.256,-0.105,0.037
14.26,-0.11,0.048
14.264,-0.115,0.06
14.268,-0.102,0.062
14.272,-0.087,0.065
14.276,-0.08,0.065
14.28,-0.072,0.06
14.284,-0.07,0.048
14.288,-0.083,0.048
14.292,-0.102,0.04
14.296,-0.11,0.035
14.3,-0.102,0.05
14.304,-0.09,0.058
14.308,-0.07,0.062
14.312,-0.08,0.068
14.316,-0.085,0.052
14.32,-0.09,0.043
14.324,-0.102,0.025
14.328,-0.107,0.037
14.332,-0.105,0.043
14.336,-0.107,0.048
14.34,-0.085,0.065
14.344,-0.08,0.062
14.348,-0.092,0.045
14.352,-0.098,0.048
14.356,-0.105,0.033
14.36,-0.122,0.033
14.364,-0.117,0.043
14.368,-0.12,0.04
14.372,-0.105,0.06
14.376,-0.092,0.055
14.38,-0.098,0.05
14.384,-0.087,0.033
14.388,-0.105,0.025
14.392,-0.115,0.025
14.396,-0.122,0.022
14.4,-0.128,0.028
14.404,-0.105,0.045
14.408,-0.1,0.048
14.412,-0.09,0.043
14.416,-0.1,0.035
14.42,-0.115,0.025
14.424,-0.12,0.022
14.428,-0.113,0.033
14.432,-0.12,0.028
14.436,-0.125,0.052
14.44,-0.107,0.052
14.444,-0.102,0.052
14.448,-0.1,0.055
14.452,-0.102,0.035
14.456,-0.128,0.03
14.46,-0.125,0.022
14.464,-0.13,0.03
14.468,-0.135,0.05
14.472,-0.128,0.062
14.476,-0.117,0.062
14.48,-0.1,0.05
14.484,-0.102,0.052
14.488,-0.075,0.092
14.492,-0.058,0.165
14.496,-0.025,0.295
14.5,0.035,0.472
14.504,0.113,0.632
14.508,0.203,0.728
14.512,0.242,0.73
14.516,0.23,0.688
14.52,0.17,0.632
14.524,0.077,0.59
14.528,-0.04,0.568
14.532,-0.177,0.557
14.536,-0.305,0.568
14.54,-0.422,0.568
14.544,-0.507,0.535
14.548,-0.585,0.497
14.552,-0.637,0.448
14.556,-0.652,0.37
14.56,-0.632,0.312
14.564,-0.578,0.258
14.568,-0.52,0.228
14.572,-0.45,0.198
14.576,-0.405,0.152
14.58,-0.367,0.105
14.584,-0.365,0.06
14.588,-0.345,0.018
14.592,-0.328,-0.005
14.596,-0.292,-0.018
14.6,-0.258,-0.013
14.604,-0.225,-0.022
14.608,-0.185,-0.035
14.612,-0.177,-0.033
14.616,-0.175,-0.052
14.62,-0.185,-0.07
14.624,-0.195,-0.07
14.628,-0.207,-0.072
14.632,-0.198,-0.077
14.636,-0.203,-0.06
14.64,-0.175,-0.062
14.644,-0.172,-0.068
14.648,-0.172,-0.07
14.652,-0.175,-0.072
14.656,-0.185,-0.095
14.66,-0.193,-0.1
14.664,-0.2,-0.102
14.668,-0.193,-0.092
14.672,-0.182,-0.09
14.676,-0.16,-0.09
14.68,-0.16,-0.102
14.684,-0.172,-0.107
14.688,-0.18,-0.115
14.692,-0.182,-0.145
14.696,-0.19,-0.122
14.7,-0.182,-0.142
14.704,-0.172,-0.125
14.708,-0.168,-0.117
14.712,-0.165,-0.133
14.716,-0.147,-0.147
14.72,-0.145,-0.16
14.724,-0.165,-0.18
14.728,-0.17,-0.172
14.732,-0.165,-0.175
14.736,-0.16,-0.18
14.74,-0.147,-0.18
14.744,-0.135,-0.185
14.748,-0.133,-0.188
14.752,-0.128,-0.195
14.756,-0.142,-0.223
14.76,-0.145,-0.245
14.764,-0.133,-0.237
14.768,-0.122,-0.237
14.772,-0.105,-0.24
14.776,-0.102,-0.25
14.78,-0.092,-0.25
14.784,-0.077,-0.278
14.788,-0.075,-0.292
14.792,-0.065,-0.297
14.796,-0.058,-0.3
14.8,-0.05,-0.287
14.804,-0.02,-0.278
14.808,-0.005,-0.27
14.812,0.015,-0.28
14.816,0.018,-0.29
14.82,0.03,-0.292
14.824,0.03,-0.29
14.828,0.037,-0.287
14.832,0.058,-0.268
14.836,0.083,-0.258
14.84,0.092,-0.247
14.844,0.113,-0.242
14.848,0.122,-0.235
14.852,0.13,-0.233
14.856,0.125,-0.24
14.86,0.122,-0.22
14.864,0.133,-0.22
14.868,0.147,-0.193
14.872,0.168,-0.17
14.876,0.165,-0.16
14.88,0.177,-0.158
14.884,0.17,-0.16
14.888,0.163,-0.17
14.892,0.158,-0.165
14.896,0.14,-0.147
14.9,0.115,-0.133
14.904,0.12,-0.113
14.908,0.115,-0.102
14.912,0.095,-0.077
14.916,0.083,-0.092
14.92,0.068,-0.087
14.924,0.03,-0.098
14.928,0.018,-0.08
14.932,-0.003,-0.077
14.936,-0.018,-0.058
14.94,-0.03,-0.055
14.944,-0.025,-0.05
14.948,-0.048,-0.052
14.952,-0.072,-0.065
14.956,-0.092,-0.052
14.96,-0.12,-0.055
14.964,-0.12,-0.052
14.968,-0.128,-0.045
14.972,-0.12,-0.025
14.976,-0.122,-0.02
14.98,-0.12,-0.015
14.984,-0.122,-0.035
14.988,-0.142,-0.028
14.992,-0.16,-0.037
14.996,-0.17,-0.033
15,-0.16,-0.028
15.004,-0.16,-0.018
15.008,-0.152,-0.013
15.012,-0.14,0
15.016,-0.138,-0.02
15.02,-0.158,-0.025
15.024,-0.175,-0.025
15.028,-0.182,-0.02
15.032,-0.182,-0.01
15.036,-0.185,-0.005
15.04,-0.165,0.005
15.044,-0.16,0.013
15.048,-0.15,0
15.052,-0.16,-0.013
15.056,-0.182,-0.005
15.06,-0.203,-0.007
15.064,-0.195,0.022
15.068,-0.19,0.022
15.072,-0.188,0.033
15.076,-0.172,0.022
15.08,-0.177,0.025
15.084,-0.18,0.018
15.088,-0.188,0.01
15.092,-0.2,0.01
15.096,-0.198,0.007
15.1,-0.207,0.013
15.104,-0.198,0.03
15.108,-0.19,0.04
15.112,-0.188,0.022
15.116,-0.18,0.015
15.12,-0.185,0.007
15.124,-0.193,-0.005
15.128,-0.203,-0.005
15.132,-0.205,-0.005
15.136,-0.21,0.015
15.14,-0.203,0.018
15.144,-0.188,0.028
15.148,-0.18,0.007
15.152,-0.19,0.007
15.156,-0.203,-0.01
15.16,-0.217,0
15.164,-0.212,0
15.168,-0.215,0.018
15.172,-0.195,0.037
15.176,-0.19,0.033
15.18,-0.188,0.028
15.184,-0.195,0.025
15.188,-0.19,0.007
15.192,-0.21,0.013
15.196,-0.215,0.022
15.2,-0.217,0.018
15.204,-0.205,0.028
15.208,-0.203,0.03
15.212,-0.188,0.035
15.216,-0.198,0.015
15.22,-0.195,0.015
15.224,-0.215,0.005
15.228,-0.212,0.013
15.232,-0.22,0.018
15.236,-0.212,0.025
15.24,-0.198,0.028
15.244,-0.188,0.04
15.248,-0.19,0.035
15.252,-0.2,0.035
15.256,-0.223,0.028
15.26,-0.235,0.028
15.264,-0.235,0.037
15.268,-0.235,0.043
15.272,-0.23,0.062
15.276,-0.223,0.055
15.28,-0.22,0.052
15.284,-0.223,0.045
15.288,-0.242,0.045
15.292,-0.24,0.048
15.296,-0.233,0.03
15.3,-0.225,0.04
15.304,-0.223,0.037
15.308,-0.21,0.048
15.312,-0.2,0.037
15.316,-0.215,0.03
15.32,-0.215,0.018
15.324,-0.215,0.018
15.328,-0.233,0.015
15.332,-0.217,0.015
15.336,-0.212,0.03
15.34,-0.215,0.035
15.344,-0.195,0.045
15.348,-0.19,0.025
15.352,-0.185,0.018
15.356,-0.207,0.01
15.36,-0.22,0.028
15.364,-0.217,0.018
15.368,-0.223,0.033
15.372,-0.215,0.048
15.376,-0.2,0.037
15.38,-0.193,0.037
15.384,-0.203,0.025
15.388,-0.212,0.018
15.392,-0.212,0.025
15.396,-0.225,0.03
15.4,-0.23,0.028
15.404,-0.215,0.048
15.408,-0.2,0.048
15.412,-0.193,0.048
15.416,-0.2,0.035
15.42,-0.205,0.025
15.424,-0.22,0.018
15.428,-0.225,0.028
15.432,-0.215,0.035
15.436,-0.207,0.04
15.44,-0.207,0.058
15.444,-0.188,0.048
15.448,-0.188,0.048
15.452,-0.2,0.033
15.456,-0.193,0.022
15.46,-0.2,0.028
15.464,-0.203,0.022
15.468,-0.207,0.04
15.472,-0.203,0.043
15.476,-0.2,0.05
15.48,-0.205,0.037
15.484,-0.203,0.03
15.488,-0.217,0.022
15.492,-0.223,0.018
15.496,-0.225,0.025
15.5,-0.228,0.035
15.504,-0.21,0.043
15.508,-0.203,0.052
15.512,-0.203,0.045
15.516,-0.193,0.045
15.52,-0.203,0.035
15.524,-0.217,0.025
15.528,-0.217,0.022
15.532,-0.21,0.033
15.536,-0.207,0.037
15.54,-0.185,0.043
15.544,-0.165,0.048
15.548,-0.155,0.035
15.552,-0.145,0.03
15.556,-0.152,0.022
15.56,-0.185,0.005
15.564,-0.215,0.018
15.568,-0.25,0.02
15.572,-0.245,0.03
15.576,-0.23,0.055
15.58,-0.203,0.043
15.584,-0.195,0.022
15.588,-0.195,0.025
15.592,-0.207,0.01
15.596,-0.223,0.018
15.6,-0.22,0.037
15.604,-0.215,0.048
15.608,-0.195,0.043
15.612,-0.182,0.04
15.616,-0.172,0.033
15.62,-0.175,0.013
15.624,-0.185,0.022
15.628,-0.21,0.018
15.632,-0.203,0.025
15.636,-0.19,0.045
15.64,-0.177,0.048
15.644,-0.155,0.033
15.648,-0.14,0.03
15.652,-0.138,0.018
15.656,-0.165,0.007
15.66,-0.212,0.005
15.664,-0.245,0.005
15.668,-0.265,0.013
15.672,-0.237,0.025
15.676,-0.207,0.03
15.68,-0.182,0.015
15.684,-0.177,0.018
15.688,-0.185,0.013
15.692,-0.198,0.007
15.696,-0.207,0.022
15.7,-0.195,0.022
15.704,-0.177,0.028
15.708,-0.177,0.035
15.712,-0.182,0.03
15.716,-0.177,0.015
15.72,-0.182,0.003
15.724,-0.193,0.005
15.728,-0.188,0
15.732,-0.175,0.007
15.736,-0.188,0.015
15.74,-0.18,0.025
15.744,-0.177,0.02
15.748,-0.177,0
15.752,-0.168,-0.003
15.756,-0.18,-0.007
15.76,-0.185,-0.003
15.764,-0.185,-0.005
15.768,-0.2,-0.007
15.772,-0.182,0.01
15.776,-0.168,0.01
15.78,-0.138,0.005
15.784,-0.122,-0.01
15.788,-0.11,-0.003
15.792,-0.117,-0.007
15.796,-0.142,0
15.8,-0.168,0.01
15.804,-0.18,0.018
15.808,-0.177,0.03
15.812,-0.163,0.025
15.816,-0.145,0.028
15.82,-0.15,0.003
15.824,-0.152,0
15.828,-0.158,-0.003
15.832,-0.16,0.005
15.836,-0.158,0.013
15.84,-0.145,0.03
15.844,-0.135,0.013
15.848,-0.138,0.018
15.852,-0.163,0.003
15.856,-0.175,-0.013
15.86,-0.175,-0.007
15.864,-0.16,0.005
15.868,-0.152,0.005
15.872,-0.128,0.018
15.876,-0.122,0.02
15.88,-0.13,0.013
15.884,-0.125,0
15.888,-0.14,-0.003
15.892,-0.133,-0.005
15.896,-0.11,-0.005
15.9,-0.105,-0.015
15.904,-0.098,0
15.908,-0.098,0.005
15.912,-0.11,0
15.916,-0.128,0
15.92,-0.138,-0.028
15.924,-0.152,-0.025
15.928,-0.147,-0.028
15.932,-0.14,-0.022
15.936,-0.13,-0.02
15.94,-0.115,-0.005
15.944,-0.113,0.003
15.948,-0.107,-0.018
15.952,-0.12,-0.028
15.956,-0.133,-0.045
15.96,-0.142,-0.043
15.964,-0.13,-0.033
15.968,-0.12,-0.025
15.972,-0.102,-0.015
15.976,-0.092,-0.028
15.98,-0.077,-0.043
15.984,-0.092,-0.048
15.988,-0.115,-0.052
15.992,-0.152,-0.058
15.996,-0.18,-0.052
16,-0.175,-0.055
16.004,-0.16,-0.03
16.008,-0.142,-0.022
16.012,-0.115,-0.033
16.016,-0.115,-0.033
16.02,-0.12,-0.035
16.024,-0.128,-0.058
16.028,-0.14,-0.055
16.032,-0.147,-0.048
16.036,-0.14,-0.04
16.04,-0.117,-0.02
16.044,-0.08,0.022
16.048,-0.05,0.077
16.052,-0.013,0.172
16.056,0.035,0.31
16.06,0.098,0.45
16.064,0.188,0.578
16.068,0.258,0.647
16.072,0.297,0.645
16.076,0.292,0.608
16.08,0.233,0.55
16.084,0.113,0.522
16.088,-0.02,0.507
16.092,-0.175,0.495
16.096,-0.295,0.497
16.1,-0.393,0.475
16.104,-0.443,0.455
16.108,-0.482,0.417
16.112,-0.492,0.375
16.116,-0.49,0.302
16.12,-0.472,0.245
16.124,-0.438,0.172
16.128,-0.422,0.11
16.132,-0.395,0.055
16.136,-0.375,0.048
16.14,-0.352,0.022
16.144,-0.33,0
16.148,-0.323,-0.04
16.152,-0.333,-0.077
16.156,-0.323,-0.115
16.16,-0.323,-0.125
16.164,-0.32,-0.12
16.168,-0.287,-0.117
16.172,-0.235,-0.117
16.176,-0.225,-0.145
16.18,-0.205,-0.133
16.184,-0.217,-0.155
16.188,-0.22,-0.16
16.192,-0.233,-0.163
16.196,-0.23,-0.17
16.2,-0.225,-0.152
16.204,-0.207,-0.14
16.208,-0.205,-0.15
16.212,-0.193,-0.147
16.216,-0.198,-0.155
16.22,-0.198,-0.168
16.224,-0.215,-0.16
16.228,-0.22,-0.175
16.232,-0.207,-0.16
16.236,-0.203,-0.158
16.24,-0.212,-0.15
16.244,-0.24,-0.15
16.248,-0.24,-0.158
16.252,-0.268,-0.165
16.256,-0.273,-0.18
16.26,-0.273,-0.185
16.264,-0.26,-0.172
16.268,-0.247,-0.163
16.272,-0.233,-0.158
16.276,-0.223,-0.16
16.28,-0.212,-0.175
16.284,-0.21,-0.193
16.288,-0.212,-0.212
16.292,-0.228,-0.215
16.296,-0.217,-0.223
16.3,-0.215,-0.22
16.304,-0.205,-0.207
16.308,-0.193,-0.207
16.312,-0.177,-0.21
16.316,-0.182,-0.23
16.32,-0.182,-0.242
16.324,-0.185,-0.258
16.328,-0.198,-0.26
16.332,-0.177,-0.255
16.336,-0.172,-0.253
16.34,-0.152,-0.26
16.344,-0.138,-0.275
16.348,-0.117,-0.28
16.352,-0.128,-0.3
16.356,-0.128,-0.305
16.36,-0.125,-0.312
16.364,-0.12,-0.312
16.368,-0.1,-0.315
16.372,-0.08,-0.297
16.376,-0.04,-0.305
16.38,-0.015,-0.302
16.384,-0.013,-0.312
16.388,-0.022,-0.325
16.392,-0.05,-0.335
16.396,-0.052,-0.328
16.4,-0.035,-0.32
16.404,0.013,-0.302
16.408,0.043,-0.292
16.412,0.075,-0.285
16.416,0.085,-0.29
16.42,0.083,-0.287
16.424,0.077,-0.297
16.428,0.08,-0.275
16.432,0.107,-0.26
16.436,0.115,-0.237
16.44,0.133,-0.225
16.444,0.152,-0.215
16.448,0.158,-0.2
16.452,0.18,-0.2
16.456,0.168,-0.205
16.46,0.158,-0.198
16.464,0.145,-0.19
16.468,0.145,-0.16
16.472,0.138,-0.138
16.476,0.133,-0.138
16.48,0.122,-0.13
16.484,0.092,-0.13
16.488,0.075,-0.133
16.492,0.045,-0.135
16.496,0.033,-0.115
16.5,0.018,-0.12
16.504,0.007,-0.087
16.508,-0.007,-0.072
16.512,-0.003,-0.087
16.516,-0.01,-0.075
16.52,-0.037,-0.095
16.524,-0.058,-0.095
16.528,-0.092,-0.077
16.532,-0.125,-0.075
16.536,-0.142,-0.065
16.54,-0.147,-0.05
16.544,-0.138,-0.06
16.548,-0.145,-0.065
16.552,-0.175,-0.062
16.556,-0.198,-0.062
16.56,-0.23,-0.065
16.564,-0.235,-0.05
16.568,-0.217,-0.037
16.572,-0.2,-0.025
16.576,-0.177,-0.025
16.58,-0.177,-0.033
16.584,-0.185,-0.028
16.588,-0.2,-0.04
16.592,-0.235,-0.043
16.596,-0.24,-0.052
16.6,-0.233,-0.043
16.604,-0.225,-0.028
16.608,-0.207,-0.025
16.612,-0.217,-0.022
16.616,-0.225,-0.022
16.62,-0.242,-0.04
16.624,-0.245,-0.043
16.628,-0.237,-0.043
16.632,-0.24,-0.033
16.636,-0.247,-0.015
16.64,-0.22,0
16.644,-0.212,-0.003
16.648,-0.198,-0.015
16.652,-0.217,-0.028
16.656,-0.242,-0.037
16.66,-0.258,-0.03
16.664,-0.273,-0.025
16.668,-0.278,-0.015
16.672,-0.278,-0.01
16.676,-0.275,0
16.68,-0.278,-0.007
16.684,-0.278,-0.018
16.688,-0.282,-0.022
16.692,-0.273,-0.028
16.696,-0.265,-0.033
16.7,-0.265,-0.013
16.704,-0.265,-0.007
16.708,-0.258,0.007
16.712,-0.24,0.005
16.716,-0.24,-0.018
16.72,-0.247,-0.03
16.724,-0.265,-0.035
16.728,-0.278,-0.022
16.732,-0.273,-0.02
16.736,-0.285,-0.007
16.74,-0.285,0.005
16.744,-0.28,-0.007
16.748,-0.265,-0.015
16.752,-0.258,-0.03
16.756,-0.273,-0.022
16.76,-0.282,-0.033
16.764,-0.275,-0.005
16.768,-0.29,0.005
16.772,-0.275,0.01
16.776,-0.255,0.005
16.78,-0.25,0
16.784,-0.25,-0.013
16.788,-0.273,-0.02
16.792,-0.287,-0.025
16.796,-0.307,-0.007
16.8,-0.302,-0.003
16.804,-0.3,0.003
16.808,-0.275,0.007
16.812,-0.258,0.003
16.816,-0.25,0.01
16.82,-0.27,0
16.824,-0.295,-0.005
16.828,-0.292,-0.007
16.832,-0.295,-0.01
16.836,-0.292,0.02
16.84,-0.297,0.035
16.844,-0.305,0.025
16.848,-0.312,0.028
16.852,-0.305,0.007
16.856,-0.29,0
16.86,-0.28,-0.005
16.864,-0.263,-0.015
16.868,-0.273,0.013
16.872,-0.282,0.015
16.876,-0.307,0.013
16.88,-0.315,0.007
16.884,-0.323,0.003
16.888,-0.323,0
16.892,-0.31,-0.01
16.896,-0.295,-0.013
16.9,-0.285,0.007
16.904,-0.273,0
16.908,-0.26,0.018
16.912,-0.237,0.013
16.916,-0.24,0
16.92,-0.253,-0.007
16.924,-0.282,-0.028
16.928,-0.315,-0.02
16.932,-0.318,-0.015
16.936,-0.312,0
16.94,-0.263,0.007
16.944,-0.233,0.007
16.948,-0.212,0.007
16.952,-0.212,-0.01
16.956,-0.225,-0.018
16.96,-0.26,-0.022
16.964,-0.278,-0.018
16.968,-0.305,-0.003
16.972,-0.297,0.015
16.976,-0.285,0.025
16.98,-0.268,0.025
16.984,-0.26,0
16.988,-0.273,-0.015
16.992,-0.275,-0.018
16.996,-0.295,-0.007
17,-0.307,0
17.004,-0.318,0.003
17.008,-0.318,0.007
17.012,-0.305,0.005
17.016,-0.295,0
17.02,-0.287,-0.005
17.024,-0.278,-0.01
17.028,-0.263,-0.018
17.032,-0.253,-0.003
17.036,-0.235,0
17.04,-0.233,0.01
17.044,-0.225,0.007
17.048,-0.242,0.013
17.052,-0.268,0.003
17.056,-0.292,-0.013
17.06,-0.292,-0.015
17.064,-0.27,-0.007
17.068,-0.247,0.003
17.072,-0.233,0.018
17.076,-0.235,0.025
17.08,-0.255,0.013
17.084,-0.268,0.01
17.088,-0.275,0
17.092,-0.292,-0.013
17.096,-0.297,-0.007
17.1,-0.285,0.005
17.104,-0.275,0.015
17.108,-0.275,0.025
17.112,-0.27,0.003
17.116,-0.265,0.007
17.12,-0.255,-0.013
17.124,-0.255,-0.018
17.128,-0.265,-0.013
17.132,-0.28,0
17.136,-0.265,0.005
17.14,-0.27,0.01
17.144,-0.255,0.015
17.148,-0.233,0.013
